label,core
Anatolia_Roman_Empire_Camandiras-Dalagoz_(East_Med-Anatolian_Profile)_(n=3),Anatolia_Roman_Empire_Camandiras-Dalagoz
Anatolia_Roman_Empire-Late_Antiquity_Bogazkoy_(East_Med-Anatolian_Profile)_(n=2),Anatolia_Roman_Empire-Late_Antiquity_Bogazkoy
Anatolia_Roman_Republic-Empire_Apollonia_ad_Rhyndacum_(East_Med-Anatolian_Profile)_(n=1),Anatolia_Roman_Republic-Empire_Apollonia_ad_Rhyndacum
Argentina_Aconcagua_500BP_(n=1),Argentina_Aconcagua_500BP
Argentina_Arroyo_Seco_II_7700BP_(n=4),Argentina_Arroyo_Seco_II_7700BP
Argentina_Arroyo_Seco_II_7700BP_(low_res)_(n=1),Argentina_Arroyo_Seco_II_7700BP
Argentina_Calingasta_1450BP_(n=1),Argentina_Calingasta_1450BP
Argentina_Fuego_Patagonian_(n=4),Argentina_Fuego_Patagonian
Argentina_Haush_400BP_(n=6),Argentina_Haush_400BP
Argentina_La_Arcillosa_2_5800BP_(n=1),Argentina_La_Arcillosa_2_5800BP
Argentina_Laguna_Chica_1600BP_(n=1),Argentina_Laguna_Chica_1600BP
Argentina_Laguna_Chica_6800BP_(n=3),Argentina_Laguna_Chica_6800BP
Argentina_Laguna_Toro_2400BP_(n=1),Argentina_Laguna_Toro_2400BP
Argentina_Selknam_500BP_(n=6),Argentina_Selknam_500BP
Argentina_Yamana_100BP_(n=3),Argentina_Yamana_100BP
Argentina_Yamana_1500BP_(n=1),Argentina_Yamana_1500BP
Armenia_Achaemenid_(Orontid)_Beniamin_(n=1),Armenia_Achaemenid_(Orontid)_Beniamin
Armenia_Achaemenid-Hellenistic_(Orontid)_Karmir_Blur_(n=1),Armenia_Achaemenid-Hellenistic_(Orontid)_Karmir_Blur
Armenia_Achaemenid-Hellenistic_(Orontid)_Keti_(n=1),Armenia_Achaemenid-Hellenistic_(Orontid)_Keti
Armenia_Achaemenid-Hellenistic_(Orontid)_Noratus_(n=1),Armenia_Achaemenid-Hellenistic_(Orontid)_Noratus
Armenia_CA_Areni_(n=4),Armenia_CA_Areni
Armenia_EBA_Kura-Araxes_Berkaber_(n=6),Armenia_EBA_Kura-Araxes_Berkaber
Armenia_EBA_Kura-Araxes_Kalavan_(n=2),Armenia_EBA_Kura-Araxes_Kalavan
Armenia_EBA_Kura-Araxes_Kaps_(n=2),Armenia_EBA_Kura-Araxes_Kaps
Armenia_EBA_Kura-Araxes_Karnut_(n=2),Armenia_EBA_Kura-Araxes_Karnut
